电影名称,上映年份,上映日期,档期类型,总票房(亿),预测票房(亿),票房预测偏差(亿),豆瓣评分,导演,主演,排片率(%),抖音话题播放量(亿),是否含流量演员,模型MAE（平均绝对误差）,模型RMSE（均方根误差）,模型R2（拟合优度）
怒火5（战争·2020）,2020,2020/8/19,暑期档,28.39,24.660566,3.72943367,7.2,徐峥,"贾玲,沈腾,易烊千玺,吴京",25.43,21.11,1,20.7962,39.4878,0.3103
怒火5（动画·2022）,2022,2022/4/10,普通档,1.51,16.64809,15.13809036,6.9,张艺谋,黄渤,6.1,123.64,1,20.7962,39.4878,0.3103
悬崖之上2（科幻·2025）,2025,2025/7/23,暑期档,4.09,21.73837,17.6483709,4.8,宁浩,周冬雨,21.56,104.63,1,20.7962,39.4878,0.3103
西游3（爱情·2021）,2021,2021/10/22,普通档,3.96,16.867348,12.90734772,4.9,郭帆,易烊千玺,59.33,2.53,1,20.7962,39.4878,0.3103
飞驰人生5（战争·2022）,2022,2022/3/25,普通档,24.23,23.373741,0.85625885,6,陈思诚,"王宝强,沈腾,沈腾",14.74,22.52,1,20.7962,39.4878,0.3103
西游4（动作·2024）,2024,2024/2/14,普通档,10.91,21.217297,10.3072966,7.5,周星驰,"张译,章子怡",8.08,24.75,1,20.7962,39.4878,0.3103
封神4（动作·2021）,2021,2021/9/19,普通档,2.1,22.821867,20.72186699,8.6,徐峥,"吴京,周冬雨,易烊千玺",37.05,43.73,1,20.7962,39.4878,0.3103
热辣滚烫9（动画·2022）,2022,2022/11/9,普通档,15.69,18.48413,2.794130859,7.3,陈思诚,刘德华,17.76,0.38,1,20.7962,39.4878,0.3103
奇迹7（战争·2022）,2022,2022/5/19,普通档,40.7,27.424818,13.27518196,6.7,贾玲,"张译,沈腾,雷佳音,徐峥",10.89,58.9,1,20.7962,39.4878,0.3103
扫毒3（剧情·2025）,2025,2025/2/10,普通档,120.81,116.41188,4.398119507,8.1,王家卫,"周冬雨,黄渤",47.92,11.94,1,20.7962,39.4878,0.3103
水门桥7（战争·2021）,2021,2021/2/28,普通档,4.88,13.567043,8.687043304,6.9,吴京,"王宝强,张译,周冬雨",7.19,101.55,1,20.7962,39.4878,0.3103
人生大事2（喜剧·2022）,2022,2022/12/9,普通档,2.79,23.920542,21.13054176,4.4,林超贤,"章子怡,张译,贾玲,沈腾",10.49,8.18,1,20.7962,39.4878,0.3103
飞驰人生2（喜剧·2023）,2023,2023/6/21,普通档,20.97,32.831253,11.86125305,9.9,沈腾,刘昊然,26.31,24.81,1,20.7962,39.4878,0.3103
扫毒（喜剧·2020）,2020,2020/11/6,普通档,9.18,51.02669,41.84669144,6.4,郭帆,"周冬雨,贾玲,黄渤",50.6,2.55,1,20.7962,39.4878,0.3103
四海4（爱情·2024）,2024,2024/8/10,暑期档,18.01,13.04428,4.965719948,6.7,宁浩,"雷佳音,刘德华,黄渤",17.31,216.12,1,20.7962,39.4878,0.3103
唐探6（剧情·2024）,2024,2024/9/24,普通档,45.36,20.002596,25.3574041,5.8,杜琪峰,沈腾,46.06,118.9,1,20.7962,39.4878,0.3103
悬崖之上5（动作·2022）,2022,2022/9/6,普通档,3.38,18.591002,15.21100151,6.3,吴京,"徐峥,章子怡,黄渤,易烊千玺",54.16,121.06,1,20.7962,39.4878,0.3103
美人鱼4（科幻·2024）,2024,2024/3/7,普通档,1.34,17.021564,15.68156448,7.4,周星驰,黄渤,22.14,290.82,1,20.7962,39.4878,0.3103
飞驰人生（动画·2020）,2020,2020/10/30,普通档,10.26,16.18528,5.925279846,5.8,杜琪峰,"吴京,贾玲,沈腾,黄渤",32.15,48.66,1,20.7962,39.4878,0.3103
飞驰人生8（剧情·2022）,2022,2022/4/27,普通档,101.01,22.626362,78.38363815,8,陈凯歌,贾玲,55.63,26.74,1,20.7962,39.4878,0.3103
西游2（战争·2024）,2024,2024/9/28,普通档,26.01,25.706621,0.30337883,7.3,徐峥,"刘德华,贾玲",8.69,6.89,1,20.7962,39.4878,0.3103
狙击手2（悬疑·2024）,2024,2024/2/20,普通档,1.07,15.531088,14.46108788,5,贾玲,"张译,黄渤,刘昊然,周冬雨",27.28,146.6,1,20.7962,39.4878,0.3103
四海6（爱情·2021）,2021,2021/12/27,普通档,2.9,67.41685,64.51684723,7.6,宁浩,王宝强,5.09,53.09,1,20.7962,39.4878,0.3103
战狼3（悬疑·2024）,2024,2024/3/13,普通档,3.13,14.168225,11.03822529,7,杜琪峰,"刘德华,王宝强,吴京",6.79,2581.67,1,20.7962,39.4878,0.3103
无名3（科幻·2022）,2022,2022/7/23,暑期档,0.79,31.61986,30.8298597,7.8,陈凯歌,"张译,吴京,沈腾,周冬雨",20.83,143.91,1,20.7962,39.4878,0.3103
扫毒1（剧情·2024）,2024,2024/4/27,普通档,2.1,23.08981,20.98980942,5.3,王家卫,"吴京,贾玲,雷佳音,刘昊然",12.13,109,1,20.7962,39.4878,0.3103
唐探（爱情·2020）,2020,2020/10/15,普通档,6.89,18.003054,11.11305367,4.5,贾玲,"雷佳音,易烊千玺,刘德华,刘昊然",10.02,35.54,1,20.7962,39.4878,0.3103
狙击手（悬疑·2020）,2020,2020/6/24,普通档,65.24,39.63866,25.60133957,7.3,吴京,沈腾,54.48,114.7,1,20.7962,39.4878,0.3103
你好李焕英（爱情·2020）,2020,2020/7/16,暑期档,1.82,18.68879,16.86878937,6.3,冯小刚,"吴京,王宝强,章子怡,吴京",11.53,11.61,1,20.7962,39.4878,0.3103
功夫8（爱情·2025）,2025,2025/9/19,普通档,33.81,28.78454,5.025459824,5.1,陈思诚,"吴京,王宝强",10.93,29.52,1,20.7962,39.4878,0.3103
流浪地球5（喜剧·2025）,2025,2025/7/26,暑期档,33.33,17.247784,16.08221634,7.8,林超贤,"张译,章子怡,贾玲,刘昊然",37.71,143.17,1,20.7962,39.4878,0.3103
悬崖之上8（悬疑·2020）,2020,2020/9/19,普通档,41.45,19.338043,22.11195679,6.9,王家卫,"刘德华,黄渤",41.84,251.57,1,20.7962,39.4878,0.3103
奇迹3（爱情·2025）,2025,2025/12/14,普通档,0.43,18.204136,17.77413589,8.6,张艺谋,"沈腾,刘昊然,易烊千玺",53.5,1.57,1,20.7962,39.4878,0.3103
热辣滚烫1（动作·2022）,2022,2022/6/26,普通档,29.47,15.946924,13.52307579,7.4,徐克,"徐峥,周冬雨,吴京,沈腾",41.86,12.05,1,20.7962,39.4878,0.3103
人生大事3（科幻·2021）,2021,2021/1/26,春节档,3.24,16.196018,12.95601822,7,徐克,"易烊千玺,黄渤,沈腾,沈腾",39.48,6.48,1,20.7962,39.4878,0.3103
万里归途8（剧情·2023）,2023,2023/1/24,春节档,47.36,15.760795,31.59920536,8.7,郭帆,徐峥,41.47,114.56,1,20.7962,39.4878,0.3103
美人鱼5（悬疑·2020）,2020,2020/12/11,普通档,37.11,23.197617,13.91238342,6.2,贾玲,"刘昊然,张译,吴京",20.97,11.41,1,20.7962,39.4878,0.3103
怒火2（战争·2020）,2020,2020/3/27,普通档,24.24,15.994549,8.245451202,6.4,沈腾,"黄渤,吴京",49.07,888.69,1,20.7962,39.4878,0.3103
战狼1（科幻·2021）,2021,2021/8/23,暑期档,8.65,60.200153,51.55015335,7.7,贾玲,张译,16.12,10.33,1,20.7962,39.4878,0.3103
悬崖之上1（喜剧·2025）,2025,2025/9/1,普通档,0.25,22.290352,22.04035187,6.9,郭帆,"徐峥,刘德华,沈腾,王宝强",26.38,11.21,1,20.7962,39.4878,0.3103
狙击手8（动画·2023）,2023,2023/7/12,暑期档,4.88,29.887203,25.00720322,6.1,宁浩,"黄渤,刘德华",12.71,13.5,1,20.7962,39.4878,0.3103
战狼9（喜剧·2025）,2025,2025/3/11,普通档,10.89,35.70217,24.81217133,9.6,陈凯歌,"张译,王宝强,吴京",12.17,14.62,1,20.7962,39.4878,0.3103
热辣滚烫2（战争·2020）,2020,2020/10/28,普通档,1.95,22.232294,20.28229408,6.3,宁浩,"张译,易烊千玺,王宝强",6.07,813.14,1,20.7962,39.4878,0.3103
误杀3（剧情·2020）,2020,2020/3/27,普通档,20.75,21.622292,0.872291565,9.1,郭帆,"吴京,张译",45.61,655.54,1,20.7962,39.4878,0.3103
西游（动作·2023）,2023,2023/1/5,普通档,71.56,18.4743,53.08569962,8,徐峥,"吴京,刘昊然,刘德华,王宝强",18.12,1.9,1,20.7962,39.4878,0.3103
万里归途9（动作·2021）,2021,2021/3/14,普通档,35.54,22.175041,13.3649588,8.6,王家卫,"刘昊然,王宝强,吴京",8.01,0.96,1,20.7962,39.4878,0.3103
长津湖8（动作·2024）,2024,2024/12/14,普通档,9.91,19.83865,9.92864975,6.1,徐克,"吴京,沈腾,黄渤,徐峥",5.46,3.36,1,20.7962,39.4878,0.3103
美人鱼（动画·2025）,2025,2025/11/15,普通档,8.03,19.581604,11.551604,8.6,杜琪峰,"黄渤,周冬雨,章子怡",14.39,1.13,1,20.7962,39.4878,0.3103
满江红2（动作·2024）,2024,2024/1/9,普通档,34.86,16.24532,18.61468063,8.7,林超贤,"贾玲,章子怡,沈腾,吴京",34.23,4.14,1,20.7962,39.4878,0.3103
飞驰人生9（动画·2023）,2023,2023/8/19,暑期档,2.98,17.259361,14.27936127,8.2,陈思诚,"沈腾,黄渤",35.81,77.07,1,20.7962,39.4878,0.3103
扫毒2（科幻·2025）,2025,2025/4/17,普通档,1.12,27.460861,26.34086121,5.9,沈腾,吴京,13.16,85.94,1,20.7962,39.4878,0.3103
唐探5（爱情·2021）,2021,2021/3/16,普通档,1.35,21.914162,20.56416168,5.1,陈凯歌,"黄渤,贾玲,易烊千玺",26.34,3.44,1,20.7962,39.4878,0.3103
无名8（战争·2024）,2024,2024/5/25,普通档,64.2,20.700975,43.49902458,8,徐峥,刘德华,28.85,27.97,1,20.7962,39.4878,0.3103
西游4（剧情·2021）,2021,2021/3/4,普通档,9.58,15.000017,5.420017166,8.2,陈凯歌,"吴京,易烊千玺,黄渤,刘昊然",22.47,135.34,1,20.7962,39.4878,0.3103
热辣滚烫9（动画·2024）,2024,2024/5/19,普通档,41.62,20.49595,21.1240493,6.6,冯小刚,王宝强,28.55,71.47,1,20.7962,39.4878,0.3103
怒火9（喜剧·2020）,2020,2020/5/19,普通档,2.94,21.814934,18.87493378,7.2,沈腾,"沈腾,徐峥",50.99,80.62,1,20.7962,39.4878,0.3103
叶问5（动作·2025）,2025,2025/10/14,普通档,69.94,28.463043,41.47695679,6,陈思诚,"王宝强,易烊千玺",12.74,1261.23,1,20.7962,39.4878,0.3103
唐探2（悬疑·2024）,2024,2024/4/27,普通档,9.58,19.537151,9.957151337,8.6,吴京,"王宝强,吴京,贾玲",17.41,19.98,1,20.7962,39.4878,0.3103
你好李焕英1（科幻·2021）,2021,2021/5/29,普通档,16.74,20.70767,3.967670212,7.7,杜琪峰,"吴京,周冬雨",36.8,5.74,1,20.7962,39.4878,0.3103
热辣滚烫3（动作·2025）,2025,2025/6/23,普通档,0.61,12.87191,12.2619101,6.5,徐克,徐峥,59.96,80.37,1,20.7962,39.4878,0.3103
你好李焕英7（动画·2025）,2025,2025/1/14,普通档,54.58,19.66262,34.91737946,4.5,吴京,章子怡,10.41,9.83,1,20.7962,39.4878,0.3103
战狼6（爱情·2024）,2024,2024/7/30,暑期档,9.28,20.273666,10.99366638,6.5,宁浩,"刘昊然,张译,雷佳音",34.07,4.33,1,20.7962,39.4878,0.3103
人生大事6（剧情·2025）,2025,2025/12/18,普通档,0.52,18.2851,17.76510094,7.6,陈凯歌,"张译,沈腾",13.8,35.33,1,20.7962,39.4878,0.3103
封神1（悬疑·2022）,2022,2022/5/17,普通档,117.12,18.23893,98.88107025,8.4,宁浩,"王宝强,周冬雨",22.63,216.3,1,20.7962,39.4878,0.3103
叶问5（战争·2021）,2021,2021/9/14,普通档,7.81,17.440598,9.630597534,9.9,张艺谋,"沈腾,王宝强,易烊千玺",33.51,10,1,20.7962,39.4878,0.3103
功夫2（爱情·2021）,2021,2021/5/4,普通档,4.46,20.96072,16.50072006,7.8,冯小刚,"吴京,徐峥,吴京,雷佳音",50.19,124.05,1,20.7962,39.4878,0.3103
长津湖5（战争·2024）,2024,2024/5/9,普通档,14.01,21.898243,7.88824295,9.3,杜琪峰,"贾玲,沈腾,吴京,张译",58.58,120.25,1,20.7962,39.4878,0.3103
怒火3（战争·2022）,2022,2022/2/9,普通档,2.82,39.44508,36.6250798,6,宁浩,"吴京,易烊千玺",54.1,51.71,1,20.7962,39.4878,0.3103
封神（爱情·2021）,2021,2021/9/13,普通档,63.07,25.834078,37.23592216,7.1,徐峥,"章子怡,易烊千玺",54.83,117.2,1,20.7962,39.4878,0.3103
叶问3（动作·2024）,2024,2024/6/13,普通档,30.95,15.400836,15.54916401,5.8,宁浩,雷佳音,51.53,56.9,1,20.7962,39.4878,0.3103
西游2（爱情·2024）,2024,2024/11/7,普通档,5.8,23.860928,18.06092758,8.6,杜琪峰,"徐峥,沈腾,章子怡",42.53,67.51,1,20.7962,39.4878,0.3103
流浪地球8（战争·2021）,2021,2021/12/6,普通档,7.94,20.509548,12.56954819,8.4,张艺谋,"刘昊然,黄渤",13.25,87.43,1,20.7962,39.4878,0.3103
流浪地球1（悬疑·2021）,2021,2021/6/20,普通档,15.26,21.071657,5.811657181,5.2,张艺谋,"徐峥,吴京",14.3,15.11,1,20.7962,39.4878,0.3103
狙击手9（科幻·2025）,2025,2025/10/26,普通档,11.56,20.553215,8.993215027,7.2,冯小刚,"章子怡,周冬雨,吴京,张译",39.3,93.59,1,20.7962,39.4878,0.3103
四海5（悬疑·2024）,2024,2024/10/10,普通档,6.69,19.584269,12.89426857,4.9,郭帆,易烊千玺,12.75,16.39,1,20.7962,39.4878,0.3103
功夫9（爱情·2025）,2025,2025/3/2,普通档,2.18,23.597809,21.41780884,7.8,贾玲,"刘德华,沈腾",56.37,225.53,1,20.7962,39.4878,0.3103
奇迹5（爱情·2021）,2021,2021/1/12,普通档,3.5,16.342363,12.84236336,6.2,张艺谋,"吴京,吴京,章子怡",5.89,104.72,1,20.7962,39.4878,0.3103
流浪地球6（科幻·2023）,2023,2023/4/8,普通档,1.59,16.398489,14.808489,5.3,周星驰,"贾玲,沈腾,雷佳音",32,0.06,1,20.7962,39.4878,0.3103
长津湖2（剧情·2021）,2021,2021/4/4,普通档,22.14,20.321136,1.818863525,4.6,徐峥,"易烊千玺,刘德华,章子怡,张译",27.57,47.43,1,20.7962,39.4878,0.3103
悬崖之上7（动画·2022）,2022,2022/11/10,普通档,12.65,26.60971,13.95971069,5.4,张艺谋,沈腾,38.9,2.75,1,20.7962,39.4878,0.3103
狙击手（剧情·2022）,2022,2022/2/7,春节档,7.24,23.909866,16.66986633,8.5,沈腾,"沈腾,周冬雨,吴京,徐峥",42.17,5.95,1,20.7962,39.4878,0.3103
战狼3（动作·2021）,2021,2021/11/16,普通档,1.8,23.254395,21.45439453,6.1,周星驰,"吴京,贾玲,沈腾,周冬雨",46.76,803.23,1,20.7962,39.4878,0.3103
四海2（剧情·2023）,2023,2023/1/8,普通档,0.43,21.942194,21.51219398,7,林超贤,"贾玲,雷佳音",24.35,91.61,1,20.7962,39.4878,0.3103
狙击手6（战争·2025）,2025,2025/12/8,普通档,5.05,13.555168,8.505168152,8.7,沈腾,"刘昊然,徐峥,易烊千玺,沈腾",50.36,84.33,1,20.7962,39.4878,0.3103
流浪地球8（剧情·2022）,2022,2022/11/24,普通档,1.21,20.05504,18.84504036,5.5,张艺谋,"刘德华,贾玲,雷佳音",48.95,21.07,1,20.7962,39.4878,0.3103
长津湖9（爱情·2020）,2020,2020/11/4,普通档,2.7,26.130667,23.43066673,5.9,吴京,"刘昊然,章子怡",26.18,70.81,1,20.7962,39.4878,0.3103
飞驰人生8（动作·2023）,2023,2023/6/24,普通档,4.42,16.076204,11.6562043,6.4,郭帆,"章子怡,徐峥,张译",16.67,7.28,1,20.7962,39.4878,0.3103
悬崖之上9（动作·2021）,2021,2021/10/6,国庆档,5.2,21.77248,16.57248001,8.1,沈腾,"徐峥,吴京,黄渤,王宝强",34.17,52.28,1,20.7962,39.4878,0.3103
你好李焕英6（战争·2025）,2025,2025/12/8,普通档,38.55,19.142735,19.40726547,8.9,张艺谋,"黄渤,王宝强",55.87,7.43,1,20.7962,39.4878,0.3103
万里归途3（科幻·2024）,2024,2024/5/8,普通档,33.89,21.25893,12.63106979,8.9,林超贤,"沈腾,徐峥",38.61,16.07,1,20.7962,39.4878,0.3103
奇迹6（剧情·2023）,2023,2023/3/5,普通档,5.1,25.57847,20.47847023,9.3,徐克,"沈腾,刘德华,沈腾",12.82,5.16,1,20.7962,39.4878,0.3103
无名1（剧情·2025）,2025,2025/9/13,普通档,53.96,30.046951,23.91304871,6.6,冯小刚,"张译,雷佳音,吴京",25.47,1.37,1,20.7962,39.4878,0.3103
水门桥2（科幻·2021）,2021,2021/10/25,普通档,26.73,24.023193,2.706806641,7.4,周星驰,"徐峥,贾玲,王宝强,吴京",8.75,66.94,1,20.7962,39.4878,0.3103
长津湖7（喜剧·2022）,2022,2022/5/9,普通档,1.71,15.116651,13.40665058,8.4,冯小刚,"吴京,刘德华,张译,刘昊然",6.43,102.86,1,20.7962,39.4878,0.3103
西游5（悬疑·2023）,2023,2023/3/20,普通档,6.72,44.421425,37.70142487,8.5,陈思诚,"王宝强,易烊千玺,黄渤",14.18,27.04,1,20.7962,39.4878,0.3103
误杀9（剧情·2023）,2023,2023/9/3,普通档,5.87,26.03048,20.16047943,8.9,吴京,"雷佳音,吴京,徐峥,沈腾",59.2,23.93,1,20.7962,39.4878,0.3103
长津湖3（悬疑·2021）,2021,2021/3/7,普通档,0.42,14.011792,13.59179218,5.5,杜琪峰,"刘昊然,贾玲,黄渤,雷佳音",5.08,13.51,1,20.7962,39.4878,0.3103
美人鱼9（悬疑·2020）,2020,2020/8/3,暑期档,13.15,10.489266,2.660733604,5.9,杜琪峰,"刘昊然,雷佳音,刘德华",16.69,95.84,1,20.7962,39.4878,0.3103
四海（剧情·2023）,2023,2023/9/4,普通档,27.84,21.272572,6.567428436,8.4,宁浩,徐峥,16.79,157.99,1,20.7962,39.4878,0.3103
热辣滚烫4（战争·2024）,2024,2024/7/23,暑期档,12.17,23.371845,11.20184525,8.3,林超贤,"张译,周冬雨,贾玲",44.93,55.42,1,20.7962,39.4878,0.3103
水门桥1（剧情·2021）,2021,2021/8/1,暑期档,0.53,11.704465,11.17446491,7.9,王家卫,"章子怡,沈腾,刘昊然,沈腾",59.91,14.27,1,20.7962,39.4878,0.3103
奇迹（动画·2024）,2024,2024/4/26,普通档,2.9,11.8021,8.902100182,7.4,陈凯歌,"王宝强,吴京",21.29,0.11,1,20.7962,39.4878,0.3103
美人鱼8（动画·2023）,2023,2023/1/19,普通档,3.93,20.566713,16.63671333,6.9,徐峥,张译,18.55,150.64,1,20.7962,39.4878,0.3103
你好李焕英5（喜剧·2023）,2023,2023/3/10,普通档,18.35,19.051361,0.701361084,7.7,宁浩,"王宝强,雷佳音,刘昊然,徐峥",40.01,23.86,1,20.7962,39.4878,0.3103
飞驰人生5（科幻·2022）,2022,2022/9/4,普通档,7.22,18.910484,11.69048431,8.2,郭帆,"沈腾,吴京,易烊千玺,刘德华",41.24,396.42,1,20.7962,39.4878,0.3103
你好李焕英9（爱情·2021）,2021,2021/5/26,普通档,2.27,27.872711,25.60271118,6,周星驰,"章子怡,刘德华,王宝强",26.14,5.07,1,20.7962,39.4878,0.3103
战狼8（剧情·2023）,2023,2023/4/5,普通档,5.87,24.215246,18.3452462,7.6,周星驰,"黄渤,徐峥,沈腾",42.25,16.68,1,20.7962,39.4878,0.3103
人生大事2（悬疑·2021）,2021,2021/1/23,春节档,49.77,17.742546,32.02745392,8.7,冯小刚,沈腾,33.91,40,1,20.7962,39.4878,0.3103
万里归途（喜剧·2023）,2023,2023/12/1,普通档,44.38,17.205582,27.17441833,7.5,沈腾,"刘昊然,王宝强,张译,易烊千玺",59.18,57.82,1,20.7962,39.4878,0.3103
误杀6（爱情·2022）,2022,2022/2/20,普通档,5.29,14.475064,9.185064278,7.8,周星驰,沈腾,36.17,16.52,1,20.7962,39.4878,0.3103
西游1（动画·2022）,2022,2022/10/12,普通档,6.25,39.223473,32.9734726,6,张艺谋,沈腾,23.42,34.63,1,20.7962,39.4878,0.3103
叶问2（剧情·2020）,2020,2020/10/2,国庆档,72.15,20.516983,51.63301697,8,周星驰,"吴京,章子怡,王宝强",19.25,2124.63,1,20.7962,39.4878,0.3103
满江红9（动画·2024）,2024,2024/5/19,普通档,11.05,19.500505,8.450505447,8,杜琪峰,"周冬雨,沈腾,贾玲,张译",44.37,8.48,1,20.7962,39.4878,0.3103
飞驰人生6（喜剧·2023）,2023,2023/8/12,暑期档,13,9.762291,3.237709045,6.7,徐克,"沈腾,张译",22.42,147.97,1,20.7962,39.4878,0.3103
功夫4（剧情·2023）,2023,2023/1/2,普通档,16.64,18.622911,1.982911453,6.8,王家卫,"易烊千玺,周冬雨,徐峥,章子怡",18.12,286.73,1,20.7962,39.4878,0.3103
怒火1（爱情·2023）,2023,2023/5/2,普通档,17.76,15.395491,2.364509354,8.7,陈凯歌,"吴京,吴京,徐峥",16.63,5.39,1,20.7962,39.4878,0.3103
飞驰人生3（喜剧·2025）,2025,2025/2/5,春节档,13.05,20.907383,7.857382965,6.6,徐克,"章子怡,沈腾,吴京",6.48,32.89,1,20.7962,39.4878,0.3103
误杀9（科幻·2023）,2023,2023/5/24,普通档,0.61,25.578783,24.96878304,5.8,杜琪峰,"刘德华,雷佳音",42.75,9.15,1,20.7962,39.4878,0.3103
叶问2（科幻·2021）,2021,2021/5/6,普通档,0.9,30.972883,30.07288322,7,贾玲,刘昊然,54.02,4.25,1,20.7962,39.4878,0.3103
悬崖之上3（科幻·2023）,2023,2023/9/25,普通档,85.81,50.280853,35.52914673,6.6,冯小刚,"徐峥,贾玲,沈腾,沈腾",19.87,2.2,1,20.7962,39.4878,0.3103
四海6（科幻·2022）,2022,2022/8/11,暑期档,8.72,16.395441,7.675441055,7.6,周星驰,"吴京,雷佳音,刘德华,刘昊然",40.18,100.22,1,20.7962,39.4878,0.3103
满江红3（喜剧·2021）,2021,2021/6/21,普通档,4.9,23.000294,18.10029373,5.4,林超贤,"章子怡,周冬雨,贾玲",17.24,17.45,1,20.7962,39.4878,0.3103
你好李焕英9（悬疑·2024）,2024,2024/8/15,暑期档,5.46,27.090084,21.63008408,7.5,陈思诚,"吴京,贾玲,徐峥,王宝强",12.96,114.84,1,20.7962,39.4878,0.3103
西游6（动作·2020）,2020,2020/1/1,普通档,8.69,22.242992,13.5529924,9.4,杜琪峰,"刘德华,王宝强,沈腾,沈腾",53.25,246.02,1,20.7962,39.4878,0.3103
封神3（悬疑·2022）,2022,2022/2/24,普通档,8.84,21.084805,12.24480453,7.5,陈凯歌,"刘德华,贾玲,章子怡",41.56,106.28,1,20.7962,39.4878,0.3103
长津湖6（动画·2021）,2021,2021/4/12,普通档,0.66,33.843246,33.18324646,7.5,徐克,"周冬雨,章子怡",46.32,0.85,1,20.7962,39.4878,0.3103
水门桥8（爱情·2025）,2025,2025/12/27,普通档,3.43,18.129602,14.69960243,7.1,宁浩,雷佳音,49.14,54.91,1,20.7962,39.4878,0.3103
战狼8（战争·2023）,2023,2023/2/13,普通档,0.63,19.523186,18.89318573,6.3,沈腾,张译,46.5,4.17,1,20.7962,39.4878,0.3103
怒火6（动画·2021）,2021,2021/3/13,普通档,17.38,16.507477,0.872523193,6.7,贾玲,"张译,刘德华,易烊千玺",44.46,71.45,1,20.7962,39.4878,0.3103
西游6（爱情·2022）,2022,2022/8/18,暑期档,21.32,22.446291,1.12629097,6.7,陈凯歌,"贾玲,刘昊然,张译",24.03,112.33,1,20.7962,39.4878,0.3103
飞驰人生3（动画·2021）,2021,2021/3/25,普通档,0.83,25.771732,24.94173233,7.7,林超贤,"刘德华,章子怡",53.48,4.05,1,20.7962,39.4878,0.3103
四海6（战争·2020）,2020,2020/4/8,普通档,13.56,20.9133,7.353299561,7.2,冯小刚,吴京,44.44,22.22,1,20.7962,39.4878,0.3103
奇迹3（剧情·2024）,2024,2024/8/16,暑期档,46.85,16.634193,30.21580658,7.4,沈腾,王宝强,33.69,13.36,1,20.7962,39.4878,0.3103
人生大事（动作·2025）,2025,2025/2/10,普通档,7.52,23.263388,15.74338768,7.8,林超贤,"王宝强,雷佳音,沈腾",20.62,1.94,1,20.7962,39.4878,0.3103
唐探9（战争·2025）,2025,2025/6/13,普通档,6.41,56.62815,50.21815094,7.1,张艺谋,"黄渤,沈腾",16.32,9.57,1,20.7962,39.4878,0.3103
战狼1（动作·2023）,2023,2023/6/20,普通档,24.71,24.418005,0.29199501,7.3,王家卫,"雷佳音,刘昊然",10.95,143.93,1,20.7962,39.4878,0.3103
悬崖之上6（动画·2024）,2024,2024/11/11,普通档,13.38,18.152992,4.772992249,7.5,周星驰,"吴京,张译",41.03,94.3,1,20.7962,39.4878,0.3103
叶问8（动画·2024）,2024,2024/9/2,普通档,64.79,17.781548,47.00845245,8.9,冯小刚,"张译,吴京,刘德华",44.35,7.19,1,20.7962,39.4878,0.3103
飞驰人生5（动作·2024）,2024,2024/11/1,普通档,8.79,28.68093,19.89092918,7.6,郭帆,"易烊千玺,张译",15.1,335.75,1,20.7962,39.4878,0.3103
功夫（战争·2023）,2023,2023/1/22,春节档,6.59,16.217382,9.627382431,5.1,陈思诚,"张译,贾玲,雷佳音",25.02,3.12,1,20.7962,39.4878,0.3103
